name,price,socket,form_factor,max_memory,memory_slots,color
MSI G41M-P33,,LGA775,Micro ATX,4,2,Brown / Black
ASRock N68C-S UCC,,AM3/AM2+/AM2,Micro ATX,8,4,Multicolor
Asus P8P67 PRO,,LGA1155,ATX,32,4,Black / Blue
MSI H61M-E33 (B3),,LGA1155,Micro ATX,16,2,
Asus P8Z68-V PRO,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68XP-UD3,,LGA1155,ATX,32,4,Blue / White
Gigabyte GA-970A-D3,,AM3+,ATX,32,4,Blue / White
ASRock 970 Extreme4,,AM3+,ATX,32,4,Black / Blue
Intel DH61ZE,,LGA1155,Micro ATX,16,2,Green / Blue
ASRock H77M,,LGA1155,Micro ATX,16,2,Brown / Black
Asus P8Q77-M/CSM,,LGA1155,Micro ATX,32,4,Black / Blue
EVGA 111-IB-E692-KR,,LGA1155,Mini ITX,16,2,Black
Asus B85-PLUS,,LGA1150,ATX,32,4,Black / Gold
Asus Z87-C,,LGA1150,ATX,32,4,
Gigabyte GA-Z87X-D3H,,LGA1150,ATX,32,4,Black / Gray
Gigabyte GA-H87N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-G1.Sniper A88X,,FM2+,ATX,64,4,Black / Green
Gigabyte GA-H81N,,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-AM1M-S2H,,AM1,Micro ATX,32,2,Black / Silver
Gigabyte GA-G1.SNIPER Z97,,LGA1150,ATX,32,4,Black / Red
ASRock Z97 PRO3,,LGA1150,ATX,32,4,Black / Blue
Asus Z97-E/USB3.1,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-X99-UD4P,,LGA2011-3,EATX,64,8,Black / Yellow
ASRock Fatal1ty Z170 Gaming K4,,LGA1151,ATX,64,4,Black / Red
Asus B85M-GAMER,,LGA1150,Micro ATX,32,4,Black / Red
Asus H170I-PLUS D3,,LGA1151,Mini ITX,32,2,Black / Gold
Gigabyte GA-H170-HD3,,LGA1151,ATX,64,4,Black / Gold
ASRock A68M-ITX,,FM2+,Mini ITX,32,2,Black / Orange
Asus P10S-M WS,,LGA1151,Micro ATX,64,4,Black
MSI H270 TOMAHAWK ARCTIC,,LGA1151,ATX,64,4,White / Silver
MSI H270M MORTAR ARCTIC,,LGA1151,Micro ATX,64,4,White / Silver
Gigabyte GA-Z270X-UD3,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-990X-Gaming SLI,,AM3+,ATX,64,4,Black / Red
EVGA Z370 FTW,,LGA1151,ATX,64,4,Black
EVGA Z370 Classified K,,LGA1151,ATX,64,4,Black / Silver
Asus TUF B360-Pro Gaming (Wi-Fi),,LGA1151,ATX,64,4,Silver / Orange
MSI H310-A PRO,,LGA1151,ATX,32,2,Brown / Black
EVGA Z370 Micro ATX,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte X299 AORUS Gaming 3 Pro,,LGA2066,ATX,128,8,Black
Gigabyte H310N,,LGA1151,Mini ITX,32,2,Black
Asus EX-B360M-V5,,LGA1151,Micro ATX,32,2,Black / Red
EVGA Z390 DARK,,LGA1151,EATX,64,2,Black / Gold
ECS A320AM4-M3D,,AM4,Micro ATX,32,2,Black
ASRock H410M-ITX/ac,,LGA1200,Mini ITX,64,2,Black
Gigabyte Z690 UD AC,,LGA1700,ATX,192,4,Black
Gigabyte A620M C,,AM5,Micro ATX,192,4,Gray / Black
MSI PRO Z690-P WIFI,,LGA1700,ATX,192,4,Black
Asus PRIME H610M-D D4-CSM,,LGA1700,Micro ATX,64,2,Silver / Black
ASRock Z270 Killer SLI,706.49,LGA1151,ATX,64,4,Black / White
Biostar B560MHP 2.0,,LGA1200,Micro ATX,64,2,Black
Asus P5QPL-AM,,LGA775,Micro ATX,8,2,Black / Yellow
Zotac NF610I-L-E,,LGA775,Micro ATX,4,2,Black / Red
Zotac GF9300-G-E,,LGA775,Mini ITX,8,2,
Intel DH67CL,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68A-D3H-B3,,LGA1155,ATX,32,4,Blue / White
Asus Sabertooth 990FX,,AM3+,ATX,32,4,Brown / Black
Gigabyte GA-970A-UD3,,AM3+,ATX,32,4,Blue / White
Asus P8Z77-M PRO,,LGA1155,Micro ATX,32,4,Black / Blue
Intel DH77KC,,LGA1155,ATX,32,4,Black / Blue
Asus P8B75-M LE,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Maximus V Extreme,,LGA1155,EATX,32,4,Black / Red
Asus F2A85-M PRO,,FM2,Micro ATX,64,4,Black / Blue
MSI Z77A-G45 Thunderbolt,,LGA1155,ATX,32,4,Black / Blue
ECS H61H2-MV,,LGA1155,Micro ATX,16,2,Black / Gray
ASRock 970 Pro3 R2.0,,AM3+,ATX,64,4,Brown / Black
MSI Z77A-G45 Gaming,,LGA1155,ATX,32,4,Black / Red
ASRock H81M-DGS,,LGA1150,Micro ATX,16,2,Black
Biostar AM1ML,,AM1,Micro ATX,16,2,Black / Yellow
Asus MAXIMUS VII GENE,,LGA1150,Micro ATX,32,4,Black / Red
Gigabyte GA-Z97X-UD3H-BK,,LGA1150,ATX,32,4,Black / Gray
MSI Z97M Gaming,,LGA1150,Micro ATX,32,4,Black / Red
Gigabyte GA-H97-GAMING 3,,LGA1150,ATX,32,4,Black / Red
EVGA Z97 FTW,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-H97M-HD3,,LGA1150,Micro ATX,16,2,Black / Silver
ASRock Z97M-ITX/AC,,LGA1150,Mini ITX,16,2,Black / Blue
ASRock X99 Extreme6/ac,,LGA2011-3,ATX,128,8,Black / Blue
Asus X99-PRO,,LGA2011-3,ATX,64,8,Black / White
Asus X99-S,,LGA2011-3,ATX,64,8,Black / White
Gigabyte GA-F2A68HM-H,,FM2+,Micro ATX,64,2,Black
MSI A88XI AC V2,,FM2+,Mini ITX,16,2,Black / Silver
Asus SABERTOOTH Z170 MARK 1,,LGA1151,ATX,64,4,Black
ASRock Z170 Pro4,,LGA1151,ATX,64,4,Black / Orange
ASRock Z170M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Orange
ASRock H170M Pro4,,LGA1151,Micro ATX,64,4,Black / Orange
Asus H170M-E D3,,LGA1151,Micro ATX,64,4,Black / Gold
Asus B150 PRO GAMING D3,,LGA1151,ATX,64,4,Black / Red
Asus B150M-K,,LGA1151,Micro ATX,32,2,Black / Gold
ECS H110M-C3D (1.0),,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte GA-H110N,,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte GA-970-Gaming SLI,,AM3+/AM3,ATX,64,4,Black / Red
MSI B150M Night Elf,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte GA-B250-HD3P,,LGA1151,ATX,64,4,Black / Gold
ASRock Fatal1ty B250M Performance,,LGA1151,Micro ATX,64,4,Black / Red
ASRock Fatal1ty Z270 Gaming-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Red
Biostar B350GT3,,AM4,Micro ATX,64,4,Black / White
Gigabyte GA-B250M-Gaming 5,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte GA-Z270N-Gaming 5,,LGA1151,Mini ITX,32,2,Black / Orange
NZXT N7 Z370,,LGA1151,ATX,64,4,White / Black
Biostar Z370GT6,,LGA1151,ATX,64,4,Yellow / Black
Gigabyte H370 AORUS GAMING 3,,LGA1151,ATX,64,4,Black / Orange
Asus PRIME A320I-K/CSM,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte GA-B460M AORUS ELITE,,LGA1200,Micro ATX,128,4,Black / Orange
ASRock H570M Pro4,,LGA1200,Micro ATX,128,4,Silver / Black
Asus PRIME H410I-PLUS/CSM,,LGA1200,Mini ITX,64,2,Black
Biostar H610MX-E,,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte GA-H81M-S2V,,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte H610M S2 DDR4 (rev. 1.2),,LGA1700,Micro ATX,64,2,Black
ASRock B660M PG Riptide,,LGA1700,Micro ATX,128,4,Black / Blue
Biostar B45M2,,AM4,Micro ATX,32,2,Black / Silver
Asus Z790-AYW OC WIFI,,LGA1700,ATX,96,2,Black / Silver
Gigabyte Z790 D WIFI (rev. 1.0),,LGA1700,ATX,192,4,Black / Gray
Asus B760M-AYW PRO WIFI,,LGA1700,ATX,96,2,Black / Silver
Gigabyte GA-F2A58M-HD2,,FM2+,Micro ATX,64,2,Black / Silver
MSI B150A Gaming Pro,,LGA1151,ATX,64,4,Black / Red
Intel DG41WV,,LGA775,Micro ATX,4,2,Yellow / Black
Intel DG41AN,,LGA775,Mini ITX,4,2,Green / Blue
ASRock P43DE3,,LGA775,ATX,16,4,Black / Blue
EVGA 270-WS-W555-A2,,LGA1366,HPTX,48,12,Black / Red
MSI P43-C51,,LGA775,ATX,16,4,Black / Blue
Intel DP67BG,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-G41MT-S2P,,LGA775,Micro ATX,8,2,Blue / White
Asus P8H67-I DELUXE (REV 3.0),,LGA1155,Mini ITX,16,2,
Intel DQ67OWB3,,LGA1155,Micro ATX,32,4,Green / Blue
Biostar P4M890M7SE,,LGA775,Micro ATX,4,2,
Asus M5A99X EVO,,AM3+,ATX,32,4,Black / Blue
Asus P8H61-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,
ASRock X79 Extreme3,,LGA2011,ATX,32,4,Black / Silver
MSI 970A-G46,,AM3+,ATX,32,4,Black / Blue
Jetway JNF9F-H61,,LGA1155,Mini ITX,16,2,
Gigabyte GA-H77-DS3H,,LGA1155,ATX,32,4,Blue / White
ASRock Z75 Pro3,,LGA1155,ATX,32,4,Brown / Black
ASRock 960GM/U3S3 FX,,AM3+,Micro ATX,16,2,Black / Blue
Gigabyte GA-Z77N-WIFI,,LGA1155,Mini ITX,16,2,Black / Blue
ASRock FM2A75 Pro4-M,,FM2,Micro ATX,32,4,Brown / Black
Asus P8H77-M LE,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Sabertooth 990FX/GEN3 R2.0,,AM3+,ATX,32,4,
MSI CSM-B75MA-P45,,LGA1155,Micro ATX,32,4,Black / Blue
EVGA Classified,,LGA1150,EATX,32,4,Black / Red
ASRock Fatal1ty H87 Performance,,LGA1150,ATX,32,4,Black / Red
MSI H81M-E35,,LGA1150,Micro ATX,16,2,Black / Blue
Gigabyte GA-H81-D3,,LGA1150,ATX,16,2,Black / Silver
MSI H87-G43 GAMING,,LGA1150,ATX,32,4,Black / Red
ASRock Q1900M,,Integrated Celeron J1900,Micro ATX,16,2,Brown
Gigabyte GA-Z97X-Gaming G1,,LGA1150,ATX,32,4,Black / Red
ASRock Z97M Pro4,,LGA1150,Micro ATX,32,4,Black / Blue
Asus CROSSBLADE RANGER,,FM2+,ATX,64,4,Black / Red
Gigabyte GA-X99-GAMING G1WIFI,,LGA2011-3,EATX,64,8,Black / Red
ASRock Z97 Extreme6/ac,,LGA1150,ATX,32,4,Black / Blue
ASRock EPC612D8A,,LGA2011-3 Narrow,ATX,256,8,Green / Blue
ASRock 970 Performance,,AM3+,ATX,64,4,Black / Red
Gigabyte GA-F2A68HM-DS2H,,FM2+,Micro ATX,64,2,Black
ASRock Z170 Extreme7+,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),,LGA1151,Micro ATX,32,2,Black
ASRock E3C236D2I,,LGA1151,Mini ITX,32,2,Green / Blue
ASRock J3710-ITX,,Integrated Pentium J3710,Mini ITX,16,2,Black / White
Gigabyte GA-X99-Phoenix SLI,,LGA2011-3,ATX,128,8,Orange / White
MSI B250M PRO-VH,,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte GA-B250M-D3V,,LGA1151,ATX,32,2,Black / Gold
ASRock H270M Pro4,,LGA1151,Micro ATX,64,4,Black / White
ASRock Fatal1ty Z270 Gaming K4,,LGA1151,ATX,64,4,Black / Red
EVGA Z270 Classified K,,LGA1151,EATX,64,4,Black
Asus MAXIMUS IX APEX,,LGA1151,EATX,32,2,Black / Silver
Gigabyte X299 AORUS Gaming 3,,LGA2066,ATX,128,8,Black / Silver
EVGA X299 FTW K,,LGA2066,EATX,256,8,Black
MSI H370 GAMING PLUS,,LGA1151,ATX,64,4,Black / Red
Gigabyte H310M DS2V,,LGA1151,Micro ATX,32,2,Silver / Black
MSI H370M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White
ASRock H310M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver
Asus ROG Maximus XI Hero (Wi-Fi) Call of Duty: Black Ops 4 Edition,,LGA1151,ATX,128,4,Black / Orange
Supermicro X11SCM-LN8F,,LGA1151,Micro ATX,128,4,Green / Silver
Gigabyte H410M DS2V,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock Z490 Phantom Gaming 4/ax,,LGA1200,ATX,128,4,Black / Gray
ASRock H470M Pro4,,LGA1200,Micro ATX,128,4,Black / Silver
ASRock A520M-HDVP/DASH,,AM4,Micro ATX,64,2,Black / Silver
Biostar Z490GTA,,LGA1200,ATX,128,4,Black
Colorful CVN X570 GAMING PRO V14,,AM4,ATX,128,4,Black / Silver
Colorful BATTLE-AX B550M-HD PRO V14,,AM4,Micro ATX,64,2,Black
Gigabyte GA-H81M-S2PT,,LGA1150,Micro ATX,16,2,Black / Silver
Biostar B660MXC PRO,,LGA1700,Micro ATX,128,4,Black / Silver
MSI Z490 PLUS,,LGA1200,ATX,128,4,Black
Biostar B450MX,,AM4,Micro ATX,128,4,Brown / Black
Asus PRIME B650M-K-CSM,,AM5,Micro ATX,96,2,Silver / Black
Gigabyte B760M GAMING WIFI,,LGA1700,Micro ATX,96,2,Silver / Black
Asus PRIME H610I-PLUS-CSM,,LGA1700,Mini ITX,96,2,Black / Silver
Asus PRIME H610M-K-CSM,,LGA1700,Micro ATX,96,2,Black / Silver
MSI PRO B760-VC,,LGA1700,ATX,192,4,Black
ASRock AD525PV3,,Integrated Atom D525,Mini ITX,8,2,Black / Blue
ASRock X570 Creator,,AM4,ATX,128,4,Black / Silver
ASRock 880GMH/U3S3,,AM3+,Micro ATX,32,4,Black / Blue
ASRock H77M-ITX,,LGA1155,Mini ITX,16,2,Brown / Black
ASRock P67 Pro3 SE,,LGA1155,ATX,32,4,Black / Blue
ASRock Q77M vPro,,LGA1155,Micro ATX,32,4,Brown / Black
Biostar A620MP-E PRO,,AM5,Micro ATX,192,4,Black / Silver
Zotac GF6100-E-E,,AM3/AM2+/AM2,Mini ITX,4,2,Blue / Red
Asus M4A785TD-M EVO,,AM3,Micro ATX,16,4,Black / Blue
Intel DX58SO,,LGA1366,ATX,16,4,Black / Blue
Asus P5G41C-M LX,,LGA775,Micro ATX,8,2,
Intel DG33TLM,,LGA775,Micro ATX,8,4,Black / Blue
Gigabyte GA-78LMT-S2P,,AM3+,Micro ATX,8,2,Blue / White
MSI H61I-E35 (B3),,LGA1155,Mini ITX,16,2,Black / Blue
Asus M5A97,,AM3+,ATX,32,4,
Intel DX79SI,,LGA2011,ATX,64,8,Black / Blue
ASRock Z77 Pro3,,LGA1155,ATX,32,4,Brown / Black
Asus P8H77-V LE,,LGA1155,ATX,32,4,Black / Blue
Asus P8H77-V,,LGA1155,ATX,32,4,Black / Blue
ASRock B75 Pro3,,LGA1155,ATX,32,4,Brown / Black
ASRock A75 Pro4/MVP,,FM1,ATX,32,4,Brown / Black
Gigabyte GA-970A-DS3,,AM3+,ATX,32,4,Blue / White
ASRock Z77 Extreme3,,LGA1155,ATX,32,4,Brown / Black
Gigabyte GA-H77N-WIFI,,LGA1155,Mini ITX,16,2,Black / Silver
Asus F2A55-M LK PLUS,,FM2,Micro ATX,32,2,Black / Blue
MSI FM2-A75MA-E35,,FM2,Micro ATX,16,2,Black / Blue
Foxconn H77MXV-D,,LGA1155,Micro ATX,16,2,Blue
MSI B85M-P33,,LGA1150,Micro ATX,32,2,Black / Blue
Intel DH87RL,,LGA1150,Micro ATX,32,4,Black / Blue
MSI A78M-E35,,FM2+,Micro ATX,32,2,Black / Blue
Asus A55BM-K,,FM2+,Micro ATX,32,2,Black / Yellow
Asus VANGUARD B85,,LGA1150,Micro ATX,32,4,Brown
ASRock AM1B-M,,AM1,Micro ATX,32,2,Black / Silver
ECS H81H3-TI2,,LGA1150,Thin Mini ITX,8,1,Black
EVGA Classified,,LGA2011-3,EATX,128,8,Black / Red
ASRock B85M-DGS,,LGA1150,Micro ATX,16,2,Black
ASRock Fatal1ty X99M Killer/3.1,,LGA2011-3,Micro ATX,64,4,Black / Red
Asus X99-WS/IPMI,,LGA2011-3,ATX,128,8,Black / Silver
Asus Z170M-E D3,,LGA1151,Micro ATX,64,4,Black / Gold
EVGA Z170 Stinger,,LGA1151,Mini ITX,32,2,Black
Asus M2N,,AM2,ATX,8,4,Yellow
Gigabyte GA-970-Gaming,,AM3+,ATX,32,4,Black / Red
Asus E3 PRO GAMING V5,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-X150M-PRO ECC,,LGA1151,Micro ATX,64,4,Brown / Black
MSI H110I PRO AC,,LGA1151,Mini ITX,32,2,Black / White
ASRock Fatal1ty Z170 Gaming K6,,LGA1151,ATX,64,4,Black / Red
MSI B150M MORTAR ARCTIC,,LGA1151,Micro ATX,64,4,White
Gigabyte GA-Z270X-Gaming 9,,LGA1151,EATX,64,4,Black / White
Biostar B350GTN,,AM4,Mini ITX,32,2,Black
MSI X299 TOMAHAWK,,LGA2066,ATX,256,8,Black / Silver
MSI X299 SLI PLUS,,LGA2066,ATX,128,8,Blue / Silver
EVGA X299 DARK,,LGA2066,EATX,64,4,Black / Silver
Gigabyte GA-H110M-S2PH,,LGA1151,Micro ATX,32,2,Black
MSI H370 GAMING PRO CARBON,,LGA1151,ATX,64,4,Black
MSI H310I PRO,,LGA1151,Mini ITX,32,2,Black
Biostar X470GTN,,AM4,Mini ITX,32,2,Black
MSI A320M PRO-M2,,AM4,Micro ATX,32,2,Black
Gigabyte GA-AB350M-D3V,,AM4,Micro ATX,32,2,Brown / Black
ASRock X570 Extreme4 WiFi ax,,AM4,ATX,128,4,Black / Silver
ASRock C246 WS,,LGA1151,ATX,64,4,Green / Blue
Asus Prime X299 Edition 30,,LGA2066,ATX,256,8,Black / White
ASRock H470 Steel Legend,,LGA1200,ATX,128,4,Black / Silver
Asus PRIME H470-PLUS,,LGA1200,ATX,128,4,Black / White
Asus PRIME H570M-PLUS,,LGA1200,Micro ATX,128,4,Silver / Black
Gigabyte B660M D2H DDR4,,LGA1700,Micro ATX,64,2,Black
Gigabyte H610M HD3P (rev. 1.0),,LGA1700,Micro ATX,64,2,Brown / Black
Gigabyte H470M K,,LGA1200,Micro ATX,64,2,Black
Asus PRIME B760M-A D4-CSM,,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte Z690 AORUS ELITE AX (rev. 1.4),,LGA1700,ATX,128,4,Black
Asus PRIME H510M-E R2.0,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte B650M D2H,,AM5,Micro ATX,96,2,Black
Asus PRIME A520M-R-CSM,,AM4,Micro ATX,64,2,Silver / Black
Gigabyte H610M K V2,,LGA1700,Micro ATX,96,2,Brown / Black
ASRock B760M Pro-A D4,,LGA1700,Micro ATX,128,4,White / Black
Biostar A620MS,,AM5,Micro ATX,96,2,Black
ASRock Z590 Extreme,,LGA1200,ATX,128,4,Black / Blue
Gigabyte Z690 AORUS TACHYON,,LGA1700,EATX,96,2,Black
Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),,LGA1700,Mini ITX,64,2,
Biostar B560MH-E 2.0,,LGA1200,Micro ATX,64,2,Brown / Black
Asus Crosshair IV Formula,,AM3,ATX,16,4,Black / Red
Asus Rampage II Gene,,LGA1366,Micro ATX,24,6,Black / Blue
ECS G41T-M2(1.0),,LGA775,Micro ATX,8,2,
Gigabyte GA-MA770T-UD3,,AM3,ATX,16,4,
ASRock G43Twins-FullHD,,LGA775,Micro ATX,8,4,
Foxconn H55MXV,,LGA1156,Micro ATX,8,2,Blue / White
ASRock H61M-S,,LGA1155,Micro ATX,16,2,Black / Blue
Gigabyte GA-870A-USB3,,AM3,ATX,16,4,Blue / White
Asus P8H61-M (REV 3.0),,LGA1155,Micro ATX,16,2,
Intel DH67BLB3,,LGA1155,Micro ATX,32,4,Black / Blue
Foxconn H61MXV,,LGA1155,Micro ATX,8,2,Blue / White
Asus Crosshair V Formula,,AM3+,ATX,32,4,Black / Red
Intel DZ68DB,,LGA1155,ATX,32,4,Black / Blue
Asus P8P67 PRO (REV 3.1),,LGA1155,ATX,32,4,
ASRock A55 Pro3,,FM1,ATX,32,4,Black / Blue
Asus P8B75-V,,LGA1155,ATX,32,4,Black / Blue
MSI FM2-A55M-E33,,FM2,Micro ATX,16,2,Black / Blue
Biostar A960D+,,AM3+,Micro ATX,16,2,Black / Red
Gigabyte G1.SNIPER 5,,LGA1150,EATX,32,4,Black / Green
Intel DH87MC,,LGA1150,ATX,32,4,Black / Blue
Intel DZ87KLT75K,,LGA1150,ATX,32,4,Black / Blue
ASRock B85M-HDS,,LGA1150,Micro ATX,16,2,Black / Silver
Asus H87I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-F2A88X-UP4,,FM2+,ATX,64,4,Black / Red
Gigabyte GA-H87-HD3,,LGA1150,ATX,32,4,Black / Gray
ASRock Z87 Extreme11/ac,,LGA1150,EATX,32,4,Black / Gold
Gigabyte GA-F2A78M-D3H,,FM2+,Micro ATX,64,4,Black / Gray
Jetway JNC9S-B85,,LGA1150,Mini ITX,16,2,Black / Green
Asus AM1M-A,,AM1,Micro ATX,32,2,Black / Gold
Gigabyte GA-F2A55M-S1,,FM2+,Micro ATX,64,2,Black
ASRock Z97 Extreme3,,LGA1150,ATX,32,4,Black / Blue
MSI Z97-Gaming 9 AC,,LGA1150,ATX,32,4,Black / Red
MSI Z97S SLI Plus,,LGA1150,ATX,32,4,Black / Blue
MSI Z97 Guard-Pro,,LGA1150,ATX,32,4,Black / Blue
MSI Z97I Gaming AC,,LGA1150,Mini ITX,16,2,Black / Red
ASRock H81TM-ITX R2.0,,LGA1150,Thin Mini ITX,16,2,Black
Gigabyte GA-EX58-UD4P,,LGA1366,ATX,24,6,Blue / White
EVGA Stinger WiFi,,LGA1150,Mini ITX,16,2,Black
ASRock EP2C612D16SM-2T,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
MSI A78M-E35 V2,,FM2+,Micro ATX,32,2,Black
MSI X99A GAMING 9 ACK,,LGA2011-3,EATX,128,8,Black / Red
ASRock EPC612D4U-8R,,LGA2011-3 Narrow,Micro ATX,512,4,Green / Blue
ASRock Z170 OC Formula,,LGA1151,ATX,64,4,Black / Gold
MSI H170A PC Mate,,LGA1151,ATX,64,4,Black / Silver
ASRock B150M-HDV,,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte GA-X99P-SLI,,LGA2011-3,ATX,128,8,Black / Orange
Gigabyte GA-X150-PLUS WS,,LGA1151,ATX,64,4,Brown / Black
Supermicro MBD-X11SSM-F,,LGA1151,Micro ATX,64,4,Black / Green
Asus A88XM-A/USB 3.1,,FM2+,Micro ATX,64,4,Black / Gold
Supermicro X10SDV-4C-TLN2F,,Integrated Xeon D-1521,Mini ITX,64,4,Green
MSI E3 KRAIT GAMING V5,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-X170-WS ECC (rev. 1.0),,LGA1151,ATX,64,4,Blue
MSI H270 PC MATE,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250M-Gaming 3,,LGA1151,Micro ATX,64,4,Black / Red
MSI Z370 GODLIKE GAMING,,LGA1151,EATX,64,4,Black
MSI A320M PRO-VHL,,AM4,Micro ATX,32,2,Brown / Black
Asus STRIX Z370-G GAMING,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Fatal1ty B360 Gaming K4,,LGA1151,ATX,64,4,Black
Gigabyte B360M GAMING HD,,LGA1151,Micro ATX,32,2,Silver / Red
EVGA B360 Micro Gaming,,LGA1151,Micro ATX,32,2,Black / Yellow
Asus P11C-I,,LGA1151,Mini ITX,64,2,Black / Blue
Supermicro X11SCZ-F,,LGA1151,Micro ATX,64,4,Green / Silver
Gigabyte H470I AORUS PRO AX,,LGA1200,Mini ITX,64,2,Black / Silver
Gigabyte B365M D2V,,LGA1151,Micro ATX,32,2,Black / Silver
Biostar Racing Z490A-Silver,,LGA1200,ATX,128,4,Black / White
MSI H410I PRO WIFI,,LGA1200,Mini ITX,64,2,Black / Silver
Colorful CVN X570M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver
Biostar Z690A VALKYRIE,,LGA1700,ATX,128,4,Black / Gray
Biostar B660GTA,,LGA1700,ATX,128,4,Blue / Black
Biostar B660MX-E,,LGA1700,Micro ATX,64,2,Gray / Black
MSI PRO B660-A,,LGA1700,ATX,192,4,Black / Silver
MSI PRO B660M-G,,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte B760M D2H,,LGA1700,Micro ATX,96,2,Black
Colorful CVN Z790 GAMING FROZEN V20,,LGA1700,ATX,128,4,Silver / Black
Asus PRIME H610M-E,,LGA1700,Micro ATX,96,2,Silver / Black
Asus PRIME B650M-R-CSM,,AM5,Micro ATX,96,2,Silver / Black
Gigabyte B650M C V3 (rev. 1.0),,AM5,Micro ATX,192,4,Black / Gray
Asus PRIME B650-PLUS WIFI,,AM5,ATX,192,4,Black / Silver
ASRock A75 Extreme6,,FM1,ATX,32,4,Black / Blue
ASRock E3C246D4U,,LGA1151,Micro ATX,128,4,Green
Asus Maximus III Formula,,LGA1156,ATX,16,4,Black / Red
Gigabyte GA-P55A-UD3,,LGA1156,ATX,16,4,Blue / White
Gigabyte GA-EP45T-USB3P,,LGA775,ATX,8,4,Blue / White
EVGA 132-BL-E758-A1,,LGA1366,ATX,24,6,Black / Gray
Gigabyte GA-G41M-ES2H,,LGA775,Micro ATX,8,2,Multicolor
ASRock P43DE,,LGA775,ATX,16,4,Multicolor
Asus P5G41T-M LE,,LGA775,Micro ATX,8,2,Black / Blue
Biostar G41D3G,,LGA775,Micro ATX,4,2,Multicolor
Asus P8P67 Deluxe,,LGA1155,ATX,32,4,Black / Blue
Zotac 890GXITX-A-E,,AM3,Mini ITX,8,2,
Intel DP35DPM,,LGA775,ATX,8,4,Black / Blue
Gigabyte GA-P61-USB3-B3,,LGA1155,ATX,16,2,Blue / White
ASRock G41M-S3,,LGA775,Micro ATX,8,2,Blue / White
Gigabyte GA-Z68MA-D2H-B3,,LGA1155,Micro ATX,32,4,Blue / White
Gigabyte GA-990FXA-UD5,,AM3+,ATX,32,4,Black / Silver
Asus P8P67 (REV 3.1),,LGA1155,ATX,32,4,
ASRock 970 Extreme3,,AM3+,ATX,32,4,Black
MSI X79A-GD45,,LGA2011,ATX,64,4,Black / Blue
MSI Z77A-GD55,,LGA1155,ATX,32,4,Black / Blue
ASRock B75M,,LGA1155,Micro ATX,16,2,Brown / Black
MSI Z77A-G41,,LGA1155,ATX,32,4,Black / Blue
Asus F2A55-M/CSM,,FM2,Micro ATX,64,4,Black / Blue
Biostar TA970,,AM3+,ATX,64,4,Black / Red
Asus Z87-Expert,,LGA1150,ATX,32,4,
ASRock Z87E-ITX,,LGA1150,Mini ITX,16,2,Black / Silver
MSI H87-G43,,LGA1150,ATX,32,4,Black / Blue
MSI Z87 XPOWER,,LGA1150,XL ATX,32,4,Black / Yellow
ASRock H81M,,LGA1150,Micro ATX,16,2,Black
ASRock H81M-ITX,,LGA1150,Mini ITX,16,2,Brown / Black
Asus A88X-PRO,,FM2+,ATX,64,4,Black / Gold
