name,price,type,efficiency,wattage,modular,color
Zalman ACRUX,,ATX,platinum,1000,Full,Black / Silver
SeaSonic SS-400ET Bronze,89,ATX,bronze,400,false,
SHARKOON Rebel P20 1200,,ATX,,1200,Full,Black
Enermax Platimax,,ATX,platinum,1500,Full,
Rosewill VALENS-500,,ATX,gold,500,false,
Rosewill VALENS-700M,,ATX,gold,700,Semi,
YEYIAN Thunder,,ATX,plus,500,false,Black
Deepcool DQ550ST,,ATX,gold,550,false,
Deepcool PM700D,,ATX,gold,700,false,Black
FSP Group FSP300-60GHT(85),,TFX,bronze,300,false,
Silverstone Strider,,ATX,gold,850,Full,
SeaSonic PRIME AIRTOUCH,,ATX,gold,850,Full,Black / Red
GALAX PGO1AGPFNAFB0,,ATX,gold,1000,Full,Black
GALAX PGO1BGPFNAFB0,,ATX,gold,1200,Full,Black
Ultra X4,,ATX,bronze,750,Full,
Ultra X4,,ATX,silver,850,Full,
Deepcool GamerStorm DQ-M,,ATX,gold,750,Full,Black / Silver
OCZ ZT,,ATX,bronze,750,Full,
Thermaltake Toughpower XT,,ATX,gold,1475,Semi,
CoolMax CUL-750B,,ATX,,750,Semi,
VIVO 24K,,ATX,gold,650,Full,
Zalman ZM460B-APS,,ATX,,460,false,
PC Power & Cooling Silencer MK III,,ATX,bronze,400,Semi,
SeaSonic PRIME Ultra Gold 550,,ATX,gold,550,Full,Black
In Win Commander III,,ATX,gold,800,Semi,
FSP Group AURUM CM GOLD 650,,ATX,gold,650,Semi,
Rosewill Capstone,,ATX,gold,750,false,
Zalman ZM600-HP,,ATX,,600,Full,
XFX ProSeries,,ATX,platinum,1000,Full,
XFX ProSeries,,ATX,gold,1250,Full,
Thermaltake EVO_Blue,114.99,ATX,gold,650,Semi,
Raidmax RX-1200AE,,ATX,bronze,1200,Semi,
Raidmax RX-450K,,ATX,,450,false,
Athena Power AP-TFX40,,TFX,bronze,400,false,
Rosewill RX750-S-B,,ATX,plus,750,false,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1200,Full,White
CoolMax ZP-750B,,ATX,bronze,750,Semi,
NZXT HALE82,,ATX,bronze,850,Semi,
Cougar RX600,,ATX,plus,600,false,
Antec Earthwatts Green,,ATX,plus,430,false,
Antec True Power,,ATX,silver,1200,Semi,
Apex AL-A400ATX,94.41,ATX,,400,false,
HEC HEC200SA2FX,,Mini ITX,,200,false,
HEC HP585D RETAIL,,ATX,,585,false,
Cooler Master eXtreme Power,,ATX,,550,false,
Cooler Master GX,,ATX,plus,650,false,
CoolMax CL-700B,,ATX,,700,false,
VisionTek 900488,,ATX,,550,Full,
Corsair HX650,,ATX,gold,650,Semi,
Enermax EPG600AWT,,ATX,gold,600,false,
In Win Commander,,ATX,plus,1200,Full,
SeaSonic SSP-350ST,,ATX,bronze,350,false,
OCZ Z Series Gold,,ATX,gold,850,Semi,
Raidmax RX-1000AE,,ATX,gold,1000,Semi,
Silverstone Strider,,ATX,gold,1200,Full,
Rosewill Green,,ATX,bronze,700,false,
Rosewill SL-300TFX,,TFX,,300,false,
Silverstone Strider,,ATX,bronze,600,false,
Thermaltake Toughpower,,ATX,silver,1350,Semi,
Thermaltake Toughpower XT,,ATX,bronze,675,Semi,
XFX Black Edition,,ATX,silver,850,Full,
Zalman ZM660-XT,,ATX,bronze,660,Full,
Enermax REVOLUTION X't,,ATX,gold,730,Semi,
SeaSonic SS-300SFD,,SFX,plus,300,false,
Deepcool PM600D,,ATX,gold,600,false,Black
SeaSonic SSP-550RT,,ATX,gold,550,false,
SeaSonic SSP-450RT,,ATX,gold,450,false,
SHARKOON Rebel P20 SFX,,SFX,platinum,1000,Full,Black
Sparkle GW-EPS1250DA,,ATX,gold,1250,Full,
SeaSonic Core GC,,ATX,gold,550,false,Black / Yellow
Enermax EPM600AWT,,ATX,platinum,600,Semi,
CoolMax ZU-600B,,ATX,bronze,600,Semi,
SeaSonic M12II 850 EVO,,ATX,bronze,850,Full,Black
Rosewill SMG650,,ATX,gold,650,Full,Black
Enermax RevoBron,,ATX,bronze,600,Semi,
be quiet! STRAIGHT POWER E9 | 500W,,ATX,gold,500,false,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,850,Full,
E-Power EP-500NE-XV,,ATX,,500,false,
Antec VP PLUS,,ATX,plus,500,false,
CoolMax ZU-1000B,,ATX,bronze,1000,Semi,
Cooler Master i600,,ATX,bronze,600,false,
Thermaltake Toughpower XT,,ATX,bronze,875,Full,
SeaSonic PRIME Ultra Platinum 550,,ATX,platinum,550,Full,Black
Raidmax Scorpio,,ATX,bronze,735,Semi,
be quiet! Straight Power E9,,ATX,gold,600,false,
Thermaltake TR2,,ATX,gold,500,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,850,Full,Black
Cooler Master X Silent MAX,,ATX,platinum,1300,Full,Black
Sparkle FSP300-60THA,,ATX,,300,false,
Enermax REVOLUTION X't II,,ATX,gold,750,Semi,
FSP Group HEXA 85+,,ATX,bronze,450,false,Black
Antec NE450M,,ATX,bronze,450,Semi,
Thermalright TB-850,,ATX,bronze,850,Full,Black
Athena Power AP-TFX30,,TFX,,300,false,
Cougar GX-S,,ATX,gold,650,false,
Athena Power AP-MFATX25,,Mini ITX,plus,250,false,
Diablotek PSDA400,,ATX,,400,false,
Xigmatek ACXTNRP-PC402,,ATX,bronze,400,false,
Deepcool PN550D WH,,ATX,gold,550,false,White
Zalman zm-400-LE,,ATX,,400,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Silverstone Strider,,ATX,gold,500,false,
Thermaltake Cologne,,ATX,bronze,730,false,Black
EVGA 450 GD,,ATX,gold,450,false,Black
RIOTORO ENIGMA G2,,ATX,gold,850,Full,Black / Yellow
Silverstone Strider,,ATX,gold,650,Full,
Zalman 850-HP Plus,,ATX,silver,850,Semi,
Sentey MBP HM,,ATX,bronze,650,Semi,Black
KOLINK Continuum V2,,ATX,platinum,1050,Full,Black
KOLINK Continuum,,ATX,platinum,1200,Full,Black
KOLINK KL-700M,,ATX,bronze,700,Semi,Black
LEPA P1375-MA,,ATX,platinum,1375,Full,
Raidmax RX-700AT,,ATX,titanium,700,Semi,Black
SeaSonic SS-300TGW,,TFX,gold,300,false,
In Win PB,,ATX,gold,650,Full,
NZXT HALE82N 550W,,ATX,bronze,550,false,
FSP Group FSP300-60GHS-R,,SFX,plus,300,false,
Fractal Design Tesla R2,,ATX,gold,800,false,
OCZ ZX,,ATX,gold,1250,Full,
PC Power & Cooling Silencer MK III,,ATX,platinum,1200,Semi,
Noua Volture X GX-MVX,,ATX,gold,850,Full,Black
SHARKOON WPM Bronze,,ATX,bronze,400,Semi,
Rosewill PMG750,114.99,ATX,gold,750,Full,Black
Rosewill PMG1050,,ATX,gold,1050,Full,Black
Fractal Design Anode Bronze,,ATX,bronze,650,Semi,Black
XFX P1-750S-NLB9,,ATX,bronze,750,false,
SeaSonic SS-300ES Bronze,,ATX,bronze,300,false,
Xilence XP1250MR9,,ATX,gold,1250,Full,Black / Red
FSP Group Raider S 550,,ATX,silver,550,false,
Corsair G600,,ATX,plus,600,false,
Enermax REVOLUTION DUO,,ATX,gold,600,false,
Rosewill G550,,ATX,gold,550,Semi,
Enermax REVOLUTION SFX,,SFX,gold,550,Full,
be quiet! Pure Power L8,,ATX,bronze,500,false,
G.Skill PS850G,,ATX,gold,850,Full,Black
Fractal Design Tesla R2,,ATX,gold,1000,false,
XFX ProSeries,,ATX,silver,850,Semi,
Rosewill Lightning,,ATX,gold,1300,Semi,
LC-Power LC1200 V2.4,,ATX,platinum,1200,Full,Black
Antec High Current Pro,,ATX,gold,750,Semi,
Logisys PS480E12,,ATX,,480,false,
Rosewill ARC M550,,ATX,bronze,550,Semi,
Rosewill PMG550,,ATX,gold,550,Full,Black
Topower TOP-500WB,,ATX,bronze,500,false,
OCZ ZS,,ATX,bronze,750,false,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
BitFenix Fury,,ATX,gold,550,Semi,
Mistel MX650 FANLESS,,ATX,platinum,650,Full,Black
Inter-Tech Coba Nitrox Nobility,,ATX,silver,900,Semi,Black / Orange
PC Power & Cooling Fatal1ty Gaming,,ATX,gold,750,Full,Black / Red
Deepcool GamerStorm DQ-M,,ATX,gold,650,Full,Black / Silver
Deepcool GamerStorm DQ-M,,ATX,gold,850,Full,Black / Silver
Thermaltake Smart BX1 450,,ATX,bronze,450,false,Black
Sentey ERP-500-SM,,ATX,,500,Full,
Cougar COUGAR-SX700,,ATX,silver,700,false,
Antec High Current Gamer Extreme,,ATX,gold,850,Full,
Cougar COUGAR-PX700,,ATX,bronze,700,false,
Diablotek PSUL775,,ATX,,775,false,
Rosewill RD600-M,,ATX,,600,Semi,
Raidmax Cobra,,ATX,bronze,500,false,
Super Flower SF-1000F14MP Black,,ATX,platinum,1000,Full,
Rosewill CS-850M,,ATX,gold,850,Full,Black
SeaSonic Platinum,,ATX,platinum,1050,Full,
Antec VP-P,,ATX,,450,false,
RAIJINTEK CRATOS,,ATX,gold,1200,Full,White
RAIJINTEK CRATOS,,ATX,gold,1000,Full,White
Thermaltake German,,ATX,gold,650,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Solid Gear SDGR-750E,,ATX,,750,false,
Thermalright TGFX550,,SFX,gold,550,Full,Black
FSP Group FSP300-60LG-5K,113.74,Flex ATX,bronze,300,false,
Athena Power AP-MFATX50P8,179.99,Flex ATX,silver,500,false,
Xilence XP850MR9,,ATX,gold,850,Semi,Black / Red
Rosewill VALENS-700,,ATX,gold,700,false,
Corsair CX-430 V3,,ATX,bronze,430,false,
Enermax ENP650AWT B,,ATX,bronze,650,false,
Raidmax Cobra,,ATX,bronze,600,false,
SeaSonic S12G,,ATX,gold,450,false,
Rosewill CAPSTONE-1000-M,,ATX,gold,1000,Semi,
Ultra LSP,,ATX,,450,false,
be quiet! TFX Power 2,,TFX,gold,300,false,
be quiet! POWER 2,,SFX,bronze,400,false,
SeaSonic SS-600ES,98,ATX,bronze,600,false,Gray
Silverstone Strider,,ATX,bronze,400,false,
SeaSonic SS-750HT Silver,,ATX,silver,750,false,
OCZ ZT,,ATX,bronze,550,Full,
Rosewill RD-Z,,ATX,plus,450,false,Black
Antec EDGE,,ATX,gold,550,Full,
In Win Commander III,,ATX,gold,700,Semi,
Enermax TRIATHLOR,,ATX,bronze,550,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,850,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,1050,Full,
Cooler Master Elite,,ATX,,400,false,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1000,Full,White
Silverstone Strider,,ATX,plus,400,false,
In Win Commander III 600,,ATX,gold,600,Semi,
Antec Earthwatts,,ATX,plus,750,false,
Antec Signature,,ATX,bronze,850,Full,
Apevia ATX-IB680W-GN,,ATX,,680,false,
HEC X-Power Pro 650,,ATX,,650,false,
HEC XPOWER780,,ATX,,600,false,
HEC ZEPHY580MX,,ATX,,580,false,
Cooler Master eXtreme Power Plus,,ATX,,460,false,
Enermax EPG500AWT,,ATX,gold,500,false,
Enermax ERV1020EWT,,ATX,silver,1020,Full,
Enermax ERV920EWT,,ATX,silver,920,Full,
Raidmax RX-380K,,ATX,,380,false,
OCZ EliteXStream,,ATX,plus,800,false,
FSP Group FSP300-60GHS(85),,SFX,bronze,300,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill Stallion,,ATX,,500,false,
Rosewill RX850-S-B,,ATX,plus,850,false,
Silverstone OP800,,ATX,,800,false,
Sunbeam IC-PSU-US-2545-DW,,ATX,,450,false,
Sunbeam PSU-COM680-BK-US,,ATX,,680,Full,
Thermaltake Toughpower XT,,ATX,bronze,575,Full,
Thermaltake TR2,,ATX,plus,1000,Semi,
Thermaltake Black Widow,,ATX,bronze,850,Semi,
Sparkle R-SPI900GCM,,ATX,plus,900,Semi,
be quiet! System Power 8,,ATX,plus,400,false,
Rosewill Quark 550,,ATX,platinum,550,Full,
Rosewill Quark 650,,ATX,platinum,650,Full,
Thortech Thunderbolt,,ATX,gold,1200,Full,
Enermax RevoBron,,ATX,bronze,700,Semi,Black
Kingwin AP-550,,ATX,platinum,550,false,
GameMax GM,,ATX,gold,1350,false,Black
VisionTek 900346,,ATX,,500,false,
Sparkle ATX-400PN-B204,,ATX,,400,false,
Topower ZU-750W,,ATX,,750,false,
CoolMax ZU-800B,,ATX,bronze,800,Semi,
CoolMax ZU-900B,,ATX,bronze,900,Semi,
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,bronze,550,Semi,Black / Gray
FSP Group Twins,,ATX,gold,700,false,
XFX XT,,ATX,bronze,400,false,
Antec NeoECO Platinum,,ATX,platinum,850,Full,Black
Silverstone Zeus,,ATX,silver,1350,Full,
XFX TS,,ATX,bronze,430,false,
Antec NeoECO Platinum,,ATX,platinum,750,Full,Black
Thermaltake TR2,,ATX,gold,450,false,
Enermax ETL650AWT-M,,ATX,bronze,650,Semi,
Super Flower LEADEX VII XG,,ATX,gold,750,Full,Black
Super Flower Leadex V Pro,,ATX,gold,850,Full,White
Silverstone Strider,,ATX,bronze,600,false,
Thermalright AG-650,,ATX,gold,650,Full,Black
Silverstone Strider,,ATX,gold,600,false,
FSP Group HEXA 85+ PRO,,ATX,bronze,850,false,Black
Antec High Current Pro,,ATX,platinum,850,Full,
Xigmatek NRP-MC802,,ATX,bronze,800,Full,
Deepcool PN650D WH,,ATX,gold,650,false,White
Zalman zm-550-XG,,ATX,gold,550,Semi,
Xion XON-1100P14HE,,ATX,,1100,false,
Xion XON-800R14N,,ATX,,800,Full,
XClio DIAMONDPOWER 1080W,,ATX,,1080,false,
StarTech ATX2POWER350,156.99,ATX,,350,false,
StarTech ATX2POWER430,,ATX,plus,430,false,
Thermaltake Madrid,,ATX,gold,850,Semi,Black
Thermaltake Rome,,ATX,gold,750,Semi,Black
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,650,Full,Black
NZXT HALE 90,,ATX,gold,650,Full,
Azza PSAZ-1000PT14,,ATX,platinum,1000,Semi,
XClio STABLEPOWER 460W,,ATX,,460,false,
LEPA G1200-MA,,ATX,gold,1200,Semi,
SeaSonic SS-1250XM2,,ATX,gold,1250,Full,
Rosewill Fortress,,ATX,platinum,650,false,
KOLINK Core RGB,,ATX,plus,600,false,Black
KOLINK KL-500,,ATX,bronze,500,false,Black
Cougar CougarA500,,ATX,bronze,500,false,
OCZ EliteXStream,,ATX,plus,800,false,
PC Power & Cooling S61EPS-B,,ATX,plus,610,false,
Kingwin Mach 1,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,700,Full,
Kingwin MK,,ATX,,750,false,
FSP Group Raider 450,,ATX,bronze,450,false,
XFX P1-650S-CAB9,,ATX,bronze,650,false,
Antec VP,,ATX,plus,630,false,
NZXT HALE82N 650W,,ATX,bronze,650,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,750,Full,Black
Lian Li PE,,SFX,gold,550,Full,
Antec NeoECO Classic,,ATX,bronze,550,false,Black
FSP Group Everest 85PLUS 800,,ATX,bronze,800,Full,
FSP Group SAGA+ 400R,,ATX,,400,false,
Noua Hyper ZR65,,ATX,bronze,650,false,Black
Enermax MaxTytan,,ATX,titanium,1250,Full,Black / Silver
Broadway Com Corp P4-OKIA-550-RB,,ATX,,550,false,
Enermax ENP450AST,,ATX,,450,false,
XClio GreatPower,,ATX,plus,850,Full,
Antec High Current Gamer,,ATX,bronze,400,false,
Enermax ENP550AWT,,ATX,,550,false,
Aerocool P7 Platinum,,ATX,platinum,850,Full,Black
Kingwin Lazer Platinum,,ATX,platinum,550,Semi,
Thermaltake Toughpower Grand,,ATX,gold,650,Full,
Enermax EMD625AWT,,ATX,bronze,625,Full,
SeaSonic X,,ATX,gold,760,Full,
Enermax EGX850EWL,,ATX,plus,850,Full,
FSP Group VITA-750GM,,ATX,gold,750,Full,White
FSP Group VITA-850GM,,ATX,gold,850,Full,White
RIOTORO ENIGMA 850,,ATX,gold,850,Semi,
RIOTORO ONYX 650,,ATX,bronze,650,Semi,
Xilence Performance A+ III,,ATX,bronze,650,false,Black / Red
Rosewill SilentNight-500,,ATX,platinum,500,Semi,
Silverstone Strider,,ATX,silver,500,false,
FSP Group AURUM GOLD 400,,ATX,gold,400,false,
Silverstone DA1000R,,ATX,gold,1000,Full,White
Cooler Master Silent Pro Platinum,,ATX,platinum,1000,Semi,
Cooler Master Silent Pro Platinum,,ATX,platinum,550,Semi,
Anima APII500,,ATX,,500,false,Black / Green
Cooler Master V850 Platinum,,ATX,platinum,850,Full,Black
SeaSonic FOCUS,,ATX,gold,500,Semi,Black
Sparkle R-SPI600GHN,,ATX,plus,600,false,
Rosewill PHOTON 1350,,ATX,gold,1350,Full,Black
Zalman TeraMax II,,ATX,gold,1200,Full,White
Rosewill Capstone G750,,ATX,gold,750,Semi,
Rosewill G650,,ATX,gold,650,Semi,
G.Skill PS850P,,ATX,platinum,850,Full,Black
G.Skill PS1250P,,ATX,platinum,1250,Full,Black
FSP Group AURUM 92+,,ATX,platinum,550,Semi,
FSP Group AURUM 92+,,ATX,platinum,650,Semi,
OCZ Fatal1ty,,ATX,bronze,550,Full,
LEPA MaxGold,,ATX,gold,500,false,
LEPA MaxBron,,ATX,bronze,700,Semi,
Kingwin ABT-750MM,,ATX,,750,false,
FSP Group Hydro PTM,,ATX,platinum,650,Full,Black
FSP Group Hydro PTM,,ATX,platinum,750,Full,Black
Cougar CMX850V3,,ATX,bronze,850,Semi,
FSP Group Hydro PTM X PRO,,ATX,platinum,850,Full,Black
Antec Earthwatts Green,,ATX,bronze,750,false,
SeaSonic SS-500ET Bronze,,ATX,bronze,500,false,
Xion EN-450F12BK,,ATX,,450,false,
Thermaltake Toughpower,,ATX,gold,1500,Semi,
Xilence XP730R8,,ATX,bronze,730,false,Black / Red
Fractal Design Tesla R2,,ATX,gold,650,false,
Linkworld LPK2-30-P4,,ATX,,500,false,
Sentey SDP850-SS,,ATX,plus,850,false,
Cougar COUGAR-A760,,ATX,bronze,760,false,
Azza PSAZ-700A14,,ATX,bronze,700,false,
Cougar COUGAR-A560,,ATX,bronze,560,false,
StarTech ATX2PW550WH,,ATX,plus,550,false,
Apevia Astro,,ATX,,500,false,Black
Diablotek PSUL575,,ATX,,575,false,
Topower TOP-900W,,ATX,plus,900,Full,
LEPA B550-MB,,ATX,bronze,550,Semi,
FSP Group SFX Pro,,SFX,bronze,350,false,Black
Super Flower Leadex Gold,,ATX,gold,850,Full,
Super Flower SF-1000F14MP White,,ATX,platinum,1000,Full,
Enermax MaxTytan,,ATX,titanium,800,Full,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Ultra U12-42467,,ATX,bronze,750,Semi,
Thermalright TGFX550,,SFX,gold,550,Full,White
SHARKOON Rebel P20 1000,,ATX,,1000,Full,Black
CoolMax RM-1000B,,ATX,,1000,false,
Thermalright AG-750,,ATX,gold,750,Full,Black
FSP Group FSP300-60SGV,,TFX,gold,300,false,
Rosewill VALENS-600M,,ATX,gold,600,Semi,
YEYIAN Raiden,,ATX,bronze,550,false,Black
Cooler Master Silent Pro Gold,,ATX,gold,550,false,
Sparkle R-SPI700GHN,,ATX,plus,700,false,
Enermax EPM850EWT,,ATX,platinum,850,Semi,
SeaSonic S12G,,ATX,gold,750,false,
Logisys PS600XBK,,ATX,,600,false,
be quiet! TFX Power 2,,TFX,bronze,300,false,
E-Power EP-1200P10-T2,,ATX,plus,1200,Semi,
Enermax REVOLUTION87+,,ATX,gold,550,Semi,
LEPA MaxPlatinum,,ATX,platinum,1050,Semi,Black
Enermax REVOLUTION X't,,ATX,gold,530,Semi,
Cougar POWERX,,ATX,bronze,700,false,
SeaSonic PRIME Ultra Platinum 650,,ATX,platinum,650,Full,Black
Apevia ATX-VN500W,,ATX,,500,false,
Montech CENTURY MINI,,SFX,gold,650,Full,Black
Kuroutoshikou KRPW-BR550W/85+,,ATX,bronze,550,false,Black
Rosewill Capstone,,ATX,gold,1000,Semi,Black
FirePower ZX,,ATX,gold,850,Full,
In Win Commander II,,ATX,bronze,850,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1200,Full,
Rosewill Glacier 1200M,,ATX,bronze,1200,Semi,
Thermaltake EVO_Blue,,ATX,,750,Full,
XFX P1-650X-CAG9,,ATX,bronze,650,Full,
Rocketfish RF-900WPS,,ATX,,900,Full,
Thermaltake Toughpower XT,,ATX,gold,1375,Semi,
PC Power & Cooling Silencer MK III,,ATX,bronze,500,Semi,
Gigabyte UD750GM-A,,ATX,gold,750,Full,Black
Gigabyte P550SS,,ATX,silver,550,false,White
Rosewill Capstone,,ATX,gold,650,false,
Rosewill Capstone,,ATX,gold,450,false,
Cougar VTE X2,,ATX,plus,700,false,Black
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
NZXT HALE90 V2,,ATX,gold,1000,Full,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
NZXT HALE82,,ATX,bronze,650,Semi,
LEPA B850-MA,,ATX,bronze,850,Semi,
LEPA G1000-MA,,ATX,gold,1000,Semi,
LEPA G,,ATX,gold,650,Semi,
SeaSonic SS-300ET Bronze,,ATX,bronze,300,false,
Cooler Master Elite,,ATX,,460,false,
NZXT HALE82N 550W,,ATX,bronze,550,false,
NZXT HALE82,,ATX,bronze,750,Semi,
Antec High Current Pro,,ATX,gold,1200,false,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS520W-BK,,ATX,,520,false,
Apevia ATX-AS600W-BL,,ATX,,600,false,
Mushkin MKNPSJL800,,ATX,silver,800,false,
Apex AL-A350ATX,,ATX,,350,false,
HEC HP485D,,ATX,,485,false,
HEC Zephyr MX-750,,ATX,bronze,750,false,
CoolMax CA-400,,ATX,,400,false,
CoolMax CA-450,,ATX,,450,false,
CoolMax MP-550B,,ATX,plus,550,false,
VisionTek 900349,,ATX,bronze,800,false,
CoolMax CXI-600B,,ATX,,600,false,
Azza Titan,,ATX,bronze,1000,false,
Enermax EGX1250EWT,,ATX,bronze,1250,Semi,
Enermax EMG700AWT,,ATX,gold,700,Full,
EVGA Classified SR-2,,ATX,silver,1200,Full,
Sparkle R-SPI650ACAG,,ATX,gold,650,false,
Sparkle R-SPI750ACAG,,ATX,gold,750,false,
OCZ Z Series Gold,,ATX,gold,1000,Semi,
Rosewill Libertas,,ATX,plus,650,Full,
Rosewill Stallion,,ATX,,500,false,
Silverstone OP850,,ATX,,850,false,
Silverstone DA750,,ATX,,750,Full,
Silverstone OP1000-E,,ATX,,1000,false,
Silverstone Strider,,ATX,silver,1000,Full,
Silverstone Strider,,ATX,plus,1200,Full,
Silverstone Strider,,ATX,bronze,750,false,
Silverstone Strider,,ATX,gold,1000,Semi,
Sunbeam PSU-COM780-BK-US,,ATX,,780,Full,
Thermaltake TR2,,ATX,,650,Full,
Thermaltake Toughpower,,ATX,bronze,1000,Full,
Zalman ZM500-HP,,ATX,,500,Semi,
Kingwin Lazer Platinum,,ATX,platinum,850,Semi,
Rosewill Quark 850,,ATX,platinum,850,Full,
Rosewill Quark 1200,,ATX,platinum,1200,Full,
SeaSonic SSP-650RT,,ATX,gold,650,false,
Xion AXP-700K14XE,,ATX,bronze,700,Semi,
Apevia Raptor,,ATX,,450,false,Black / Red
CoolMax ZU-700B,,ATX,bronze,700,Semi,
Thermaltake Toughpower,,ATX,plus,1000,false,
Sparkle SCC-750AF,,ATX,gold,750,Full,
Cougar RSB400,,ATX,plus,400,false,
be quiet! Pure Power L7,,ATX,plus,300,false,
Enermax CYBERBRON,,ATX,bronze,700,false,Black / Silver
Cooler Master Elite,,ATX,,400,false,
Sparkle FSP400-60GHS,,SFX,bronze,400,false,
FSP Group AU-1000PRO,,ATX,gold,1000,false,
FSP Group AU-1200PRO,,ATX,gold,1200,false,
LEPA MaxBron,,ATX,bronze,650,Semi,
Topower TOP-800WB,,ATX,bronze,800,false,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
Sparkle R-SPI700ACH5B,,ATX,silver,700,false,
BFG EX-1000,,ATX,bronze,1000,Full,
In Win Classic,,ATX,platinum,750,Full,
Zalman LE,,ATX,,400,false,
Raidmax Scorpio,,ATX,bronze,635,Semi,
Rosewill Capstone,,ATX,gold,450,Semi,
Cooler Master M620,,ATX,plus,620,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,850,Full,Black
CoolMax ZU-500B,,ATX,bronze,500,Semi,
Super Flower Leadex V Pro,,ATX,gold,850,Full,Black
Super Flower SF-750F14TG,,ATX,gold,750,Full,Black
Silverstone Strider,,ATX,gold,1000,Full,
Silverstone Strider,,ATX,gold,1200,Full,
Logisys PS550AC,,ATX,,550,false,
Ultra LSP,,ATX,,550,false,
Enermax REVOLUTION X't II,,ATX,gold,550,Semi,
Enermax TRIATHLOR ECO,,ATX,bronze,800,Semi,
Topower TOP-1200W,,ATX,plus,1200,Full,
Diablotek PHD450,,ATX,,450,false,
Diablotek PHD650,,ATX,,650,false,
Athena Power AP-P4ATX55FEC,,ATX,,550,false,
Athena Power AP-MPS3ATX30H,,ATX,,300,false,
Diablotek PHD750,,ATX,,750,false,
Diablotek PSDA600,,ATX,,600,false,
Rosewill Fortress,,ATX,platinum,450,false,
Deepcool PN650M WH,,ATX,gold,650,Full,White
Deepcool PN750M WH,,ATX,gold,750,Full,White
Deepcool PN850M WH,,ATX,gold,850,Full,White
Enermax DIGIFANLESS,,ATX,platinum,550,Full,
StarTech ATX2POWER400,,ATX,,400,false,
StarTech ATX2PW500PRO,,ATX,,500,false,
StarTech ATX2POWER530,,ATX,bronze,530,false,
Xion AXP-700W14FG,,ATX,gold,700,Full,
CoolMax CX-550B,,ATX,,550,false,
CoolMax RM-750B,,ATX,,750,false,
NZXT HALE 90,,ATX,gold,750,Full,
NZXT HALE 90,,ATX,gold,850,Full,
CoolMax CU-700B,,ATX,,700,Semi,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,750,Semi,Black
Ultra LSP650,,ATX,,650,false,
Zalman 1000-HP Plus,,ATX,silver,1000,Full,
Sentey MBP HM,,ATX,bronze,550,Semi,Black
KOLINK Continuum V2,,ATX,platinum,1200,Full,Black
KOLINK Continuum,,ATX,platinum,1500,Full,Black
KOLINK Core,,ATX,plus,1000,false,Black
XFX P1-750X-XXB9,,ATX,bronze,750,Semi,
PC Power & Cooling S47ATX-B,,ATX,,470,false,
Kingwin Mach 1,,ATX,bronze,1220,Full,
FSP Group Hydro X,,ATX,gold,450,false,
Corsair TX650 V2,,ATX,bronze,650,false,
FSP Group FSP650-80EGN,,ATX,gold,650,false,
be quiet! Pure Power 9,,ATX,silver,400,false,
XFX P1-850S-CAB9,,ATX,bronze,850,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
Sparkle Magna GOLD PRO,,ATX,gold,850,Semi,
FSP Group FSP300-60GHT,,TFX,plus,300,false,
Enermax ENP600AWT,,ATX,plus,600,false,
FSP Group SAGA+ 450R,,ATX,,450,false,
CoolMax ZPG-500B,,ATX,gold,500,false,
Silverstone Strider,,ATX,gold,1200,Full,
Thermaltake Toughpower Grand,,ATX,gold,850,false,
Rosewill PMG650,,ATX,gold,650,Full,Black
Rosewill PMG850,,ATX,gold,850,Full,Black
Rosewill PMG1200,,ATX,gold,1200,Full,Black
NZXT HALE 90,,ATX,gold,1000,Full,
Rosewill Stallion,,ATX,,700,false,
Raidmax Cobra,,ATX,gold,500,false,
Thermaltake Toughpower XT,,ATX,bronze,650,Full,
Xilence XP1050MR9,,ATX,gold,1050,Full,Black / Red
RIOTORO ONYX 750,,ATX,bronze,750,Semi,
Xilence Performance A+ III,,ATX,bronze,550,false,Black / Red
